ticker,nome_pregao,cod_cvm,segmento,cnpj,nome_cvm,setor,sit,nome,tipo
CMIG4,CEMIG,002453,Energia Elétrica,17.155.730/0001-64,CIA ENERG MINAS GERAIS - CEMIG,Energia Elétrica,ATIVO,CIA ENERG MINAS GERAIS - CEMIG,acao
COCE3,COELCE,014869,Energia Elétrica,07.047.251/0001-70,CIA ENERG CEARA - COELCE,Energia Elétrica,ATIVO,CIA ENERG CEARA - COELCE,acao
COCE5,COELCE,014869,Energia Elétrica,07.047.251/0001-70,CIA ENERG CEARA - COELCE,Energia Elétrica,ATIVO,CIA ENERG CEARA - COELCE,acao
COCE6,COELCE,014869,Energia Elétrica,07.047.251/0001-70,CIA ENERG CEARA - COELCE,Energia Elétrica,ATIVO,CIA ENERG CEARA - COELCE,acao
CEED3,CEEE-D,020648,Energia Elétrica,08.467.115/0001-00,CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA,Energia Elétrica,ATIVO,CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA,acao
CEED4,CEEE-D,020648,Energia Elétrica,08.467.115/0001-00,CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA,Energia Elétrica,ATIVO,CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA,acao
FESA3,FERBASA,003069,Siderurgia,15.141.799/0001-03,CIA FERRO LIGAS BAHIA FERBASA,Metalurgia e Siderurgia,ATIVO,CIA FERRO LIGAS BAHIA FERBASA,acao
FESA4,FERBASA,003069,Siderurgia,15.141.799/0001-03,CIA FERRO LIGAS BAHIA FERBASA,Metalurgia e Siderurgia,ATIVO,CIA FERRO LIGAS BAHIA FERBASA,acao
CEDO3,CEDRO,003077,Fios e Tecidos,17.245.234/0001-00,COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA,Têxtil e Vestuário,ATIVO,COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA,acao
CEDO4,CEDRO,003077,Fios e Tecidos,17.245.234/0001-00,COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA,Têxtil e Vestuário,ATIVO,COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA,acao
CGAS3,COMGAS,015636,Gás,61.856.571/0001-17,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS,"Adm. Part. - Saneamento, Serv. Água e Gás",ATIVO,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS,acao
CGAS5,COMGAS,015636,Gás,61.856.571/0001-17,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS,"Adm. Part. - Saneamento, Serv. Água e Gás",ATIVO,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS,acao
HBTS3,HABITASUL,003298,Exploração de Imóveis,87.762.563/0001-03,COMPANHIIA HABITASUL DE PARTICIPAÇÕES,Adm. Part. - Crédito Imobiliário,ATIVO,COMPANHIIA HABITASUL DE PARTICIPAÇÕES,acao
HBTS5,HABITASUL,003298,Exploração de Imóveis,87.762.563/0001-03,COMPANHIIA HABITASUL DE PARTICIPAÇÕES,Adm. Part. - Crédito Imobiliário,ATIVO,COMPANHIIA HABITASUL DE PARTICIPAÇÕES,acao
HBTS6,HABITASUL,003298,Exploração de Imóveis,87.762.563/0001-03,COMPANHIIA HABITASUL DE PARTICIPAÇÕES,Adm. Part. - Crédito Imobiliário,ATIVO,COMPANHIIA HABITASUL DE PARTICIPAÇÕES,acao
CATA3,IND CATAGUAS,003395,Fios e Tecidos,19.526.748/0001-50,COMPANHIA INDUSTRIAL CATAGUASES,Têxtil e Vestuário,ATIVO,COMPANHIA INDUSTRIAL CATAGUASES,acao
CATA4,IND CATAGUAS,003395,Fios e Tecidos,19.526.748/0001-50,COMPANHIA INDUSTRIAL CATAGUASES,Têxtil e Vestuário,ATIVO,COMPANHIA INDUSTRIAL CATAGUASES,acao
MSPA3,MELHOR SP,003654,Papel e Celulose,60.730.348/0001-66,COMPANHIA  MELHORAMENTOS DE SÃO PAULO,Papel e Celulose,ATIVO,COMPANHIA  MELHORAMENTOS DE SÃO PAULO,acao
MSPA4,MELHOR SP,003654,Papel e Celulose,60.730.348/0001-66,COMPANHIA  MELHORAMENTOS DE SÃO PAULO,Papel e Celulose,ATIVO,COMPANHIA  MELHORAMENTOS DE SÃO PAULO,acao
CPLE3,COPEL,014311,Energia Elétrica,76.483.817/0001-20,COMPANHIA PARANAENSE DE ENERGIA COPEL,Energia Elétrica,ATIVO,COMPANHIA PARANAENSE DE ENERGIA COPEL,acao
CPLE99,COPEL,014311,Energia Elétrica,76.483.817/0001-20,COMPANHIA PARANAENSE DE ENERGIA COPEL,Energia Elétrica,ATIVO,COMPANHIA PARANAENSE DE ENERGIA COPEL,acao
PEAB3,PAR AL BAHIA,018708,Exploração de Imóveis,01.938.783/0001-11,CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA,Adm. Part. - Sem Setor Principal,ATIVO,CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA,acao
PEAB4,PAR AL BAHIA,018708,Exploração de Imóveis,01.938.783/0001-11,CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA,Adm. Part. - Sem Setor Principal,ATIVO,CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA,acao
SBSP3,SABESP,014443,Água e Saneamento,43.776.517/0001-80,CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO,Água e Gás,ATIVO,CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO,acao
CSMG3,COPASA,019445,Água e Saneamento,17.281.106/0001-03,COMPANHIA DE SANEAMENTO DE MINAS GERAIS,Água e Gás,ATIVO,COMPANHIA DE SANEAMENTO DE MINAS GERAIS,acao
SAPR3,SANEPAR,018627,Água e Saneamento,76.484.013/0001-45,CIA. DE SANEAMENTO DO PARANÁ - SANEPAR,Água e Gás,ATIVO,CIA. DE SANEAMENTO DO PARANÁ - SANEPAR,acao
SAPR4,SANEPAR,018627,Água e Saneamento,76.484.013/0001-45,CIA. DE SANEAMENTO DO PARANÁ - SANEPAR,Água e Gás,ATIVO,CIA. DE SANEAMENTO DO PARANÁ - SANEPAR,acao
SAPR11,SANEPAR,018627,Água e Saneamento,76.484.013/0001-45,CIA. DE SANEAMENTO DO PARANÁ - SANEPAR,Água e Gás,ATIVO,CIA. DE SANEAMENTO DO PARANÁ - SANEPAR,fii
CSNA3,SID NACIONAL,004030,Siderurgia,33.042.730/0001-04,CIA SIDERURGICA NACIONAL,Metalurgia e Siderurgia,ATIVO,CIA SIDERURGICA NACIONAL,acao
CTSA3,SANTANENSE,004081,Fios e Tecidos,,,,,SANTANENSE,acao
CTSA4,SANTANENSE,004081,Fios e Tecidos,,,,,SANTANENSE,acao
VVEO3,VIVEO,025682,Medicamentos e Outros Produtos,12.420.164/0001-57,CM HOSPITALAR S.A,Comércio (Atacado e Varejo),ATIVO,CM HOSPITALAR S.A,acao
VVEO1,VIVEO,025682,Medicamentos e Outros Produtos,12.420.164/0001-57,CM HOSPITALAR S.A,Comércio (Atacado e Varejo),ATIVO,CM HOSPITALAR S.A,acao
COGN3,COGNA ON,017973,Serviços Educacionais,02.800.026/0001-40,COGNA EDUCAÇÃO S.A.,Adm. Part. - Educação,ATIVO,COGNA EDUCAÇÃO S.A.,acao
COMR3,COMERC PAR,026280,Energia Elétrica,25.369.840/0001-57,COMERC ENERGIA S.A.,Energia Elétrica,ATIVO,COMERC ENERGIA S.A.,acao
CBAV3,CBA,025984,Minerais Metálicos,61.409.892/0001-73,COMPANHIA BRASILEIRA DE ALUMINIO,Extração Mineral,ATIVO,COMPANHIA BRASILEIRA DE ALUMINIO,acao
PASS3,COMPASS,025127,Gás,21.389.501/0001-81,COMPASS GÁS E ENERGIA S.A.,"Adm. Part. - Saneamento, Serv. Água e Gás",ATIVO,COMPASS GÁS E ENERGIA S.A.,acao
CRTE3,CONC RIO TER,019208,Exploração de Rodovias,00.938.574/0001-05,CONCESSIONARIA RIO-TERESOPOLIS SA,Serviços Transporte e Logística,ATIVO,CONCESSIONARIA RIO-TERESOPOLIS SA,acao
CRTE5,CONC RIO TER,019208,Exploração de Rodovias,00.938.574/0001-05,CONCESSIONARIA RIO-TERESOPOLIS SA,Serviços Transporte e Logística,ATIVO,CONCESSIONARIA RIO-TERESOPOLIS SA,acao
ODER3,ODERICH,004693,Alimentos Diversos,97.191.902/0001-94,CONSERVAS ODERICH SA,Alimentos,ATIVO,CONSERVAS ODERICH SA,acao
ODER4,ODERICH,004693,Alimentos Diversos,97.191.902/0001-94,CONSERVAS ODERICH SA,Alimentos,ATIVO,CONSERVAS ODERICH SA,acao
CALI3,CONST A LIND,004723,Incorporações,61.022.042/0001-18,CONSTRUTORA ADOLPHO LINDENBERG S.A.,Constr. e Decoração,ATIVO,CONSTRUTORA ADOLPHO LINDENBERG S.A.,acao
CALI11,CONST A LIND,004723,Incorporações,61.022.042/0001-18,CONSTRUTORA ADOLPHO LINDENBERG S.A.,Constr. e Decoração,ATIVO,CONSTRUTORA ADOLPHO LINDENBERG S.A.,fii
TEND3,TENDA,021148,Incorporações,71.476.527/0001-35,CONSTRUTORA TENDA S/A,Constr. e Decoração,ATIVO,CONSTRUTORA TENDA S/A,acao
CTAX3,CONTAX,019100,Serviços Diversos,04.032.433/0001-80,CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,Adm. Part. - Comunicação e Informática,ATIVO,CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,acao
CSAN3,COSAN,019836,Exploração. Refino e Distribuição,50.746.577/0001-15,COSAN S.A.,"Agricultura (Açúcar, Álcool e Cana)",ATIVO,COSAN S.A.,acao
CPFE3,CPFL ENERGIA,018660,Energia Elétrica,02.429.144/0001-93,CPFL ENERGIA SA,Adm. Part. - Energia Elétrica,ATIVO,CPFL ENERGIA SA,acao
CSED3,CRUZEIRO EDU,025526,Serviços Educacionais,62.984.091/0001-02,CRUZEIRO DO SUL EDUCACIONAL S.A.,Educação,ATIVO,CRUZEIRO DO SUL EDUCACIONAL S.A.,acao
CMIN3,CSNMINERACAO,025585,Minerais Metálicos,08.902.291/0001-15,CSN MINERAÇÃO S.A.,Extração Mineral,ATIVO,CSN MINERAÇÃO S.A.,acao
CSUD3,CSU DIGITAL,020044,Serviços Financeiros Diversos,01.896.779/0001-38,CSU DIGITAL S.A.,Adm. Part. - Sem Setor Principal,ATIVO,CSU DIGITAL S.A.,acao
CTCA3,CTC S.A.,023981,Agricultura,06.981.381/0001-13,CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,"Agricultura (Açúcar, Álcool e Cana)",ATIVO,CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,acao
CURY3,CURY S/A,025100,Incorporações,08.797.760/0001-83,CURY CONSTRUTORA E INCORPORADORA S.A.,Constr. e Decoração,ATIVO,CURY CONSTRUTORA E INCORPORADORA S.A.,acao
CVCB3,CVC BRASIL,023310,Viagens e Turismo,10.760.260/0001-19,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA,Hospedagem e Turismo,ATIVO,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA,acao
LLBI3,LE BISCUIT,025542,Produtos Diversos,16.233.389/0001-55,CVLB BRASIL S.A.,Comércio (Atacado e Varejo),ATIVO,CVLB BRASIL S.A.,acao
CYRE3,CYRELA REALT,014460,Incorporações,73.178.600/0001-18,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,Constr. e Decoração,ATIVO,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,acao
CYRE4,CYRELA REALT,014460,Incorporações,73.178.600/0001-18,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,Constr. e Decoração,ATIVO,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,acao
CYRE99,CYRELA REALT,014460,Incorporações,73.178.600/0001-18,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,Constr. e Decoração,ATIVO,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,acao
DMVF3,D1000VFARMA,025046,Medicamentos e Outros Produtos,12.108.897/0001-50,D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,Comércio (Atacado e Varejo),ATIVO,D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,acao
DEFT31,DEFI TECH,059436,Não Classificados,,,,,DEFI TECH,acao
DESK3,DESKTOP,026026,Telecomunicações,08.170.849/0001-15,DESKTOP S.A,Telecomunicações,ATIVO,DESKTOP S.A,acao
DXCO3,DEXCO,021091,Madeira,97.837.181/0001-47,DEXCO S.A.,Constr. e Decoração,ATIVO,DEXCO S.A.,acao
DEXP3,DEXXOS PAR,016632,Petroquímicos,02.193.750/0001-52,DEXXOS PARTICIPAÇÕES S.A.,Adm. Part. - Sem Setor Principal,ATIVO,DEXXOS PARTICIPAÇÕES S.A.,acao
DEXP4,DEXXOS PAR,016632,Petroquímicos,02.193.750/0001-52,DEXXOS PARTICIPAÇÕES S.A.,Adm. Part. - Sem Setor Principal,ATIVO,DEXXOS PARTICIPAÇÕES S.A.,acao
DASA3,DASA,019623,Serv.Méd.Hospit..Análises e Diagnósticos,61.486.650/0001-83,DIAGNOSTICOS DA AMERICA SA,Serviços Médicos,ATIVO,DIAGNOSTICOS DA AMERICA SA,acao
PNVL3,DIMED,009342,Medicamentos e Outros Produtos,92.665.611/0001-77,DIMED SA DISTRIBUIDORA DE MEDICAMENTOS,Comércio (Atacado e Varejo),ATIVO,DIMED SA DISTRIBUIDORA DE MEDICAMENTOS,acao
DIRR3,DIRECIONAL,021350,Incorporações,16.614.075/0001-00,DIRECIONAL ENGENHARIA SA,Constr. e Decoração,ATIVO,DIRECIONAL ENGENHARIA SA,acao
DOHL3,DOHLER,005207,Fios e Tecidos,84.683.408/0001-03,DOHLER S.A.,Têxtil e Vestuário,ATIVO,DOHLER S.A.,acao
DOHL4,DOHLER,005207,Fios e Tecidos,84.683.408/0001-03,DOHLER S.A.,Têxtil e Vestuário,ATIVO,DOHLER S.A.,acao
DOTZ3,DOTZ SA,025836,Programas de Fidelização,18.174.270/0001-84,DOTZ S.A.,Comunicação e Informática,ATIVO,DOTZ S.A.,acao
DTCY3,DTCOM-DIRECT,018597,Serviços Diversos,03.303.999/0001-36,DTCOM - DIRECT TO COMPANY S.A.,Telecomunicações,ATIVO,DTCOM - DIRECT TO COMPANY S.A.,acao
DTCY4,DTCOM-DIRECT,018597,Serviços Diversos,03.303.999/0001-36,DTCOM - DIRECT TO COMPANY S.A.,Telecomunicações,ATIVO,DTCOM - DIRECT TO COMPANY S.A.,acao
ECOM3,ECONOMATICA,026077,Programas e Serviços,26.345.998/0001-50,ECONOMATICA S.A.,Comunicação e Informática,ATIVO,ECONOMATICA S.A.,acao
ECOR3,ECORODOVIAS,019453,Exploração de Rodovias,04.149.454/0001-80,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,Serviços Transporte e Logística,ATIVO,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,acao
EALT3,ACO ALTONA,005380,Máq. e Equip. Industriais,82.643.537/0001-34,ELECTRO AÇO ALTONA S/A,Metalurgia e Siderurgia,ATIVO,ELECTRO AÇO ALTONA S/A,acao
EALT4,ACO ALTONA,005380,Máq. e Equip. Industriais,82.643.537/0001-34,ELECTRO AÇO ALTONA S/A,Metalurgia e Siderurgia,ATIVO,ELECTRO AÇO ALTONA S/A,acao
EKTR3,ELEKTRO,017485,Energia Elétrica,02.328.280/0001-97,ELEKTRO REDES S.A.,Energia Elétrica,ATIVO,ELEKTRO REDES S.A.,acao
EKTR4,ELEKTRO,017485,Energia Elétrica,02.328.280/0001-97,ELEKTRO REDES S.A.,Energia Elétrica,ATIVO,ELEKTRO REDES S.A.,acao
EMAE3,EMAE,016993,Energia Elétrica,02.302.101/0001-42,EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.,Energia Elétrica,ATIVO,EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.,acao
EMAE4,EMAE,016993,Energia Elétrica,02.302.101/0001-42,EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.,Energia Elétrica,ATIVO,EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.,acao
EPAR3,EMBPAR S/A,015458,Holdings Diversificadas,42.331.462/0001-31,EMBPAR PARTICIPAÇÕES S/A,Adm. Part. - Sem Setor Principal,ATIVO,EMBPAR PARTICIPAÇÕES S/A,acao
EMBJ3,EMBRAER,020087,Material Aeronáutico e de Defesa,07.689.002/0001-89,EMBRAER S.A.,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,EMBRAER S.A.,acao
PGMN3,PAGUE MENOS,022608,Medicamentos e Outros Produtos,06.626.253/0001-51,EMPREENDIMENTOS PAGUE MENOS SA,Comércio (Atacado e Varejo),ATIVO,EMPREENDIMENTOS PAGUE MENOS SA,acao
ENMT3,ENERGISA MT,014605,Energia Elétrica,03.467.321/0001-99,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,Energia Elétrica,ATIVO,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,acao
ENMT4,ENERGISA MT,014605,Energia Elétrica,03.467.321/0001-99,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,Energia Elétrica,ATIVO,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,acao
ENGI3,ENERGISA,015253,Energia Elétrica,00.864.214/0001-06,ENERGISA SA,Adm. Part. - Energia Elétrica,ATIVO,ENERGISA SA,acao
ENGI4,ENERGISA,015253,Energia Elétrica,00.864.214/0001-06,ENERGISA SA,Adm. Part. - Energia Elétrica,ATIVO,ENERGISA SA,acao
ENGI11,ENERGISA,015253,Energia Elétrica,00.864.214/0001-06,ENERGISA SA,Adm. Part. - Energia Elétrica,ATIVO,ENERGISA SA,fii
ENGI12,ENERGISA,015253,Energia Elétrica,00.864.214/0001-06,ENERGISA SA,Adm. Part. - Energia Elétrica,ATIVO,ENERGISA SA,acao
ENEV3,ENEVA,021237,Energia Elétrica,04.423.567/0001-21,ENEVA S.A.,Energia Elétrica,ATIVO,ENEVA S.A.,acao
EGIE3,ENGIE BRASIL,017329,Energia Elétrica,02.474.103/0001-19,ENGIE BRASIL ENERGIA S.A.,Energia Elétrica,ATIVO,ENGIE BRASIL ENERGIA S.A.,acao
ENJU3,ENJOEI,025259,Programas e Serviços,16.922.038/0001-51,ENJOEI S.A.,Comércio (Atacado e Varejo),ATIVO,ENJOEI S.A.,acao
EQPA3,EQTL PARA,018309,Energia Elétrica,04.895.728/0001-80,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,Energia Elétrica,ATIVO,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,acao
EQPA5,EQTL PARA,018309,Energia Elétrica,04.895.728/0001-80,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,Energia Elétrica,ATIVO,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,acao
EQPA6,EQTL PARA,018309,Energia Elétrica,04.895.728/0001-80,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,Energia Elétrica,ATIVO,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,acao
EQPA7,EQTL PARA,018309,Energia Elétrica,04.895.728/0001-80,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,Energia Elétrica,ATIVO,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,acao
EQTL3,EQUATORIAL,020010,Energia Elétrica,03.220.438/0001-73,EQUATORIAL S.A.,Energia Elétrica,ATIVO,EQUATORIAL S.A.,acao
EFXB31,EQUIFAXBRL,059390,Serviços Financeiros Diversos,,,,,EQUIFAXBRL,acao
ETER3,ETERNIT,005762,Produtos para Construção,61.092.037/0001-81,ETERNIT S.A.,Constr. e Decoração,ATIVO,ETERNIT S.A.,acao
EUCA3,EUCATEX,005770,Madeira,56.643.018/0001-66,EUCATEX S.A. INDUSTRIA E COMERCIO,Constr. e Decoração,ATIVO,EUCATEX S.A. INDUSTRIA E COMERCIO,acao
EUCA4,EUCATEX,005770,Madeira,56.643.018/0001-66,EUCATEX S.A. INDUSTRIA E COMERCIO,Constr. e Decoração,ATIVO,EUCATEX S.A. INDUSTRIA E COMERCIO,acao
EVEB31,EVE BRASIL,059422,Não Classificados,,,,,EVE BRASIL,acao
EVEN3,EVEN,020524,Incorporações,43.470.988/0001-65,EVEN CONSTRUTORA E INCORPORADORA S/A,Constr. e Decoração,ATIVO,EVEN CONSTRUTORA E INCORPORADORA S/A,acao
EVTC31,EVERTEC INC,059391,Serviços Financeiros Diversos,,,,,EVERTEC INC,acao
BAUH3,EXCELSIOR,001570,Carnes e Derivados,95.426.862/0001-97,EXCELSIOR ALIMENTOS SA.,Alimentos,ATIVO,EXCELSIOR ALIMENTOS SA.,acao
BAUH4,EXCELSIOR,001570,Carnes e Derivados,95.426.862/0001-97,EXCELSIOR ALIMENTOS SA.,Alimentos,ATIVO,EXCELSIOR ALIMENTOS SA.,acao
EXPB31,EXPERIAN PLC,059420,Programas e Serviços,,,,,EXPERIAN PLC,acao
EZTC3,EZTEC,020770,Incorporações,08.312.229/0001-73,EZ TEC EMPREEND. E PARTICIPAÇÕES S/A,"Adm. Part. - Const. Civil, Mat. Const. e Decoração",ATIVO,EZ TEC EMPREEND. E PARTICIPAÇÕES S/A,acao
VSPT3,FER C ATLANT,015369,Transporte Ferroviário,00.924.429/0001-75,FERROVIA CENTRO-ATLANTICA S.A.,Serviços Transporte e Logística,ATIVO,FERROVIA CENTRO-ATLANTICA S.A.,acao
VSPT4,FER C ATLANT,015369,Transporte Ferroviário,00.924.429/0001-75,FERROVIA CENTRO-ATLANTICA S.A.,Serviços Transporte e Logística,ATIVO,FERROVIA CENTRO-ATLANTICA S.A.,acao
FHER3,FER HERINGER,020621,Fertilizantes e Defensivos,22.266.175/0001-88,FERTILIZANTES HERINGER S.A.,Petroquímicos e Borracha,ATIVO,FERTILIZANTES HERINGER S.A.,acao
FIEI3,FICA,020630,Incorporações,07.820.907/0001-46,FICA EMPREENDIMENTOS IMOBILIARIOS S.A.,Constr. e Decoração,ATIVO,FICA EMPREENDIMENTOS IMOBILIARIOS S.A.,acao
FICT3,FICTORALIMEN,015423,Carnes e Derivados,00.359.742/0001-08,FICTOR ALIMENTOS S.A. - EM RECUPERAÇÃO JUDICIAL,Adm. Part. - Alimentos,ATIVO,FICTOR ALIMENTOS S.A. - EM RECUPERAÇÃO JUDICIAL,acao
BFTS39,FT CAPSTRENG,079740,Não Classificados,,,,,FT CAPSTRENG,acao
BKYY39,FT CLOUD CPT,079782,Não Classificados,,,,,FT CLOUD CPT,acao
BFDN39,FT DJ INTERN,079804,Não Classificados,,,,,FT DJ INTERN,acao
BFEM39,FT EMERMARKT,050060,Não Classificados,,,,,FT EMERMARKT,acao
BFTG39,FT GROW STRE,050061,Não Classificados,,,,,FT GROW STRE,acao
BFXH39,FT HCAREALPH,079820,Não Classificados,,,,,FT HCAREALPH,acao
BFPI39,FT INTL EQOP,079693,Não Classificados,,,,,FT INTL EQOP,acao
BFTC39,FT LCAPGROW,079731,Não Classificados,,,,,FT LCAPGROW,acao
BFDL39,FTMOR DV LEA,079707,Não Classificados,,,,,FTMOR DV LEA,acao
BROB39,FT NSDQ ROBT,050046,Não Classificados,,,,,FT NSDQ ROBT,acao
BQCL39,FT NSQ GREEN,050203,Não Classificados,,,,,FT NSQ GREEN,acao
BGRI39,FT NSDQ GRID,050042,Não Classificados,,,,,FT NSDQ GRID,acao
BCIR39,FT NASDCYBER,079715,Não Classificados,,,,,FT NASDCYBER,acao
BQQW39,FT NASD100EQ,079758,Não Classificados,,,,,FT NASD100EQ,acao
BQTC39,FT NASD100TC,079766,Não Classificados,,,,,FT NASD100TC,acao
BFCG39,FT NAT GAS,079723,Não Classificados,,,,,FT NAT GAS,acao
BFBI39,FT NYSE BIOT,079790,Não Classificados,,,,,FT NYSE BIOT,acao
BAIR39,FT RBA AIRR,050043,Não Classificados,,,,,FT RBA AIRR,acao
BFDA39,FT RISIDIVID,079774,Não Classificados,,,,,FT RISIDIVID,acao
BSDY39,FT SMID CAP,050039,Não Classificados,,,,,FT SMID CAP,acao
BFTA39,FT TECH ALPH,079839,Não Classificados,,,,,FT TECH ALPH,acao
BFPX39,FT EQ OPPORT,079685,Não Classificados,,,,,FT EQ OPPORT,acao
BFVD39,FT VLINE DIV,079812,Não Classificados,,,,,FT VLINE DIV,acao
BFIW39,FT WATER,050047,Não Classificados,,,,,FT WATER,acao
FLRY3,FLEURY,021881,Serv.Méd.Hospit..Análises e Diagnósticos,60.840.055/0001-31,FLEURY SA,Serviços Médicos,ATIVO,FLEURY SA,acao
FRAS3,FRAS-LE,006211,Material Rodoviário,88.610.126/0001-29,FRASLE MOBILITY S.A.,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,FRASLE MOBILITY S.A.,acao
G2DI33,G2D INVEST,080195,Gestão de Recursos e Investimentos,,,,,G2D INVEST,acao
GFSA3,GAFISA,016101,Incorporações,01.545.826/0001-07,GAFISA SA,Constr. e Decoração,ATIVO,GAFISA SA,acao
GFSA12,GAFISA,016101,Incorporações,01.545.826/0001-07,GAFISA SA,Constr. e Decoração,ATIVO,GAFISA SA,acao
GFSA15,GAFISA,016101,Incorporações,01.545.826/0001-07,GAFISA SA,Constr. e Decoração,ATIVO,GAFISA SA,acao
OPGM3,GAMA PART,017965,Outros,02.796.775/0001-40,GAMA PARTICIPAÇÕES S.A.,Adm. Part. - Sem Setor Principal,ATIVO,GAMA PARTICIPAÇÕES S.A.,acao
GSHP3,GENERALSHOPP,021008,Exploração de Imóveis,08.764.621/0001-53,GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.,Comércio (Atacado e Varejo),ATIVO,GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.,acao
GGBR3,GERDAU,003980,Siderurgia,33.611.500/0001-19,GERDAU S.A.,Metalurgia e Siderurgia,ATIVO,GERDAU S.A.,acao
GGBR4,GERDAU,003980,Siderurgia,33.611.500/0001-19,GERDAU S.A.,Metalurgia e Siderurgia,ATIVO,GERDAU S.A.,acao
TBIL39,GX T BILL,050038,Não Classificados,,,,,GX T BILL,acao
CHPX39,GX AI SM QTM,050129,Não Classificados,,,,,GX AI SM QTM,acao
BAIQ39,GX AI TECH,050035,Não Classificados,,,,,GX AI TECH,acao
BDRI39,GX AEVEHICLE,050076,Não Classificados,,,,,GX AEVEHICLE,acao
BKCH39,GX BLOCKCHAI,050808,Não Classificados,,,,,GX BLOCKCHAI,acao
BCTE39,GX CLEANCH,050809,Não Classificados,,,,,GX CLEANCH,acao
BCLO39,GX CLOUD CPT,050122,Não Classificados,,,,,GX CLOUD CPT,acao
BCPX39,GX COPPER MN,050084,Não Classificados,,,,,GX COPPER MN,acao
BBUG39,GX CYBERSECT,050165,Não Classificados,,,,,GX CYBERSECT,acao
DTCR39,GX DATAINFRA,053732,Não Classificados,,,,,GX DATAINFRA,acao
SHLD39,GX DEFENSE,050118,Não Classificados,,,,,GX DEFENSE,acao
BFNX39,GX FINTECH,050114,Não Classificados,,,,,GX FINTECH,acao
BGNO39,GX GENOMBIOT,079810,Não Classificados,,,,,GX GENOMBIOT,acao
GOEX39,GX GOLD EXP,050119,Não Classificados,,,,,GX GOLD EXP,acao
BSNS39,GX INTERTHGS,079809,Não Classificados,,,,,GX INTERTHGS,acao
BLBT39,GX LITHIUM B,050025,Não Classificados,,,,,GX LITHIUM B,acao
BMIL39,GX MILLECONM,079811,Não Classificados,,,,,GX MILLECONM,acao
