ticker,nome_pregao,cod_cvm,segmento,cnpj,nome_cvm,setor,sit,nome,tipo
ITUB3,ITAUUNIBANCO,019348,Bancos,60.872.504/0001-23,ITAÚ UNIBANCO HOLDING S.A.,Bancos,ATIVO,ITAÚ UNIBANCO HOLDING S.A.,acao
ITUB4,ITAUUNIBANCO,019348,Bancos,60.872.504/0001-23,ITAÚ UNIBANCO HOLDING S.A.,Bancos,ATIVO,ITAÚ UNIBANCO HOLDING S.A.,acao
ITSA3,ITAUSA,007617,Holdings Diversificadas,61.532.644/0001-15,ITAUSA S.A.,Adm. Part. - Intermediação Financeira,ATIVO,ITAUSA S.A.,acao
ITSA4,ITAUSA,007617,Holdings Diversificadas,61.532.644/0001-15,ITAUSA S.A.,Adm. Part. - Intermediação Financeira,ATIVO,ITAUSA S.A.,acao
JALL3,JALLESMACHAD,025496,Açucar e Alcool,02.635.522/0001-95,JALLES MACHADO S.A.,"Agricultura (Açúcar, Álcool e Cana)",ATIVO,JALLES MACHADO S.A.,acao
JBSS32,JBS N.V.,080233,Carnes e Derivados,,,,,JBS N.V.,acao
JHSF3,JHSF PART,020605,Incorporações,08.294.224/0001-65,JHSF PARTICIPAÇÕES SA,"Adm. Part. - Const. Civil, Mat. Const. e Decoração",ATIVO,JHSF PARTICIPAÇÕES SA,acao
JFEN3,JOAO FORTES,007811,Incorporações,33.035.536/0001-00,JOAO FORTES ENGENHARIA SA - EM RECUPERAÇÃO JUDICIAL,Constr. e Decoração,ATIVO,JOAO FORTES ENGENHARIA SA - EM RECUPERAÇÃO JUDICIAL,acao
JOPA3,JOSAPAR,013285,Alimentos Diversos,87.456.562/0001-22,JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP,Adm. Part. - Alimentos,ATIVO,JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP,acao
JOPA4,JOSAPAR,013285,Alimentos Diversos,87.456.562/0001-22,JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP,Adm. Part. - Alimentos,ATIVO,JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP,acao
BBCA39,JP BTB CANAD,050696,Não Classificados,,,,,JP BTB CANAD,acao
BBAX39,JP BTB ASIA,079808,Não Classificados,,,,,JP BTB ASIA,acao
BBEU39,JP BTB EUROP,079805,Não Classificados,,,,,JP BTB EUROP,acao
BBIL39,JP BTB INTL,079807,Não Classificados,,,,,JP BTB INTL,acao
BBJP39,JP BTB JAPAO,079806,Não Classificados,,,,,JP BTB JAPAO,acao
BBMR39,JP BTB REIT,050701,Não Classificados,,,,,JP BTB REIT,acao
BBUS39,JP BTB USEQ,050734,Não Classificados,,,,,JP BTB USEQ,acao
BBMC39,JP BTB RETUR,050726,Não Classificados,,,,,JP BTB RETUR,acao
JPEM39,JP DV US EME,050769,Não Classificados,,,,,JP DV US EME,acao
JPIN39,JP RETU INTL,050718,Não Classificados,,,,,JP RETU INTL,acao
JPUS39,JP DIVRET US,050751,Não Classificados,,,,,JP DIVRET US,acao
JPME39,JP DV USMID,050785,Não Classificados,,,,,JP DV USMID,acao
BDRE39,JP DV US SM,050807,Não Classificados,,,,,JP DV US SM,acao
JEPI39,JPM JEPI,050109,Não Classificados,,,,,JPM JEPI,acao
JMOM39,JP US MO FAC,050793,Não Classificados,,,,,JP US MO FAC,acao
JQUA39,JP QLT FACT,050742,Não Classificados,,,,,JP QLT FACT,acao
JTEK39,JPM TECHLEAD,050123,Não Classificados,,,,,JPM TECHLEAD,acao
JVAL39,JP US VL FAC,050777,Não Classificados,,,,,JP US VL FAC,acao
JSLG3,JSL,022020,Transporte Rodoviário,52.548.435/0001-79,JSL S.A.,Serviços Transporte e Logística,ATIVO,JSL S.A.,acao
KLAS3,KALLAS,025798,Incorporações,09.146.451/0001-06,KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.,Constr. e Decoração,ATIVO,KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.,acao
CTKA3,KARSTEN,004146,Fios e Tecidos,82.640.558/0001-04,KARSTEN SA,Têxtil e Vestuário,ATIVO,KARSTEN SA,acao
CTKA4,KARSTEN,004146,Fios e Tecidos,82.640.558/0001-04,KARSTEN SA,Têxtil e Vestuário,ATIVO,KARSTEN SA,acao
KEPL3,KEPLER WEBER,007870,Máq. e Equip. Industriais,91.983.056/0001-69,KEPLER WEBER SA,Adm. Part. - Metalurgia e Siderurgia,ATIVO,KEPLER WEBER SA,acao
KLBN3,KLABIN S/A,012653,Papel e Celulose,89.637.490/0001-45,KLABIN S.A.,Papel e Celulose,ATIVO,KLABIN S.A.,acao
KLBN4,KLABIN S/A,012653,Papel e Celulose,89.637.490/0001-45,KLABIN S.A.,Papel e Celulose,ATIVO,KLABIN S.A.,acao
KLBN11,KLABIN S/A,012653,Papel e Celulose,89.637.490/0001-45,KLABIN S.A.,Papel e Celulose,ATIVO,KLABIN S.A.,fii
BKBA39,KR MSCI CH50,050045,Não Classificados,,,,,KR MSCI CH50,acao
BKWB39,KR CSI CHINA,050044,Não Classificados,,,,,KR CSI CHINA,acao
LAVV3,LAVVI,025062,Incorporações,26.462.693/0001-28,LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A,Constr. e Decoração,ATIVO,LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A,acao
LMED3,LIFEMED,024872,Equipamentos,02.357.251/0001-53,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A.,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A.,acao
LIGT3,LIGHT S/A,019879,Energia Elétrica,03.378.521/0001-75,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,Adm. Part. - Energia Elétrica,ATIVO,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,acao
WDCN3,WDC NETWORKS,025895,Programas e Serviços,05.917.486/0001-40,LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.,Comércio (Atacado e Varejo),ATIVO,LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.,acao
RENT3,LOCALIZA,019739,Aluguel de carros,16.670.085/0001-55,LOCALIZA RENT A CAR SA,Serviços Transporte e Logística,ATIVO,LOCALIZA RENT A CAR SA,acao
RENT4,LOCALIZA,019739,Aluguel de carros,16.670.085/0001-55,LOCALIZA RENT A CAR SA,Serviços Transporte e Logística,ATIVO,LOCALIZA RENT A CAR SA,acao
RENT99,LOCALIZA,019739,Aluguel de carros,16.670.085/0001-55,LOCALIZA RENT A CAR SA,Serviços Transporte e Logística,ATIVO,LOCALIZA RENT A CAR SA,acao
LOGG3,LOG COM PROP,023272,Exploração de Imóveis,09.041.168/0001-10,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES,Constr. e Decoração,ATIVO,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES,acao
LOGN3,LOG-IN,020710,Transporte Hidroviário,42.278.291/0001-24,LOG-IN LOGISTICA INTERMODAL SA,Serviços Transporte e Logística,ATIVO,LOG-IN LOGISTICA INTERMODAL SA,acao
LJQQ3,QUERO-QUERO,025038,Produtos Diversos,96.418.264/0218-02,LOJAS QUERO QUERO S.A.,Comércio (Atacado e Varejo),ATIVO,LOJAS QUERO QUERO S.A.,acao
LREN3,LOJAS RENNER,008133,Tecidos. Vestuário e Calçados,92.754.738/0001-62,LOJAS RENNER SA,Comércio (Atacado e Varejo),ATIVO,LOJAS RENNER SA,acao
LPSB3,LOPES BRASIL,020370,Intermediação Imobiliária,08.078.847/0001-09,LPS BRASIL CONSULTORIA DE IMOVEIS S/A,"Adm. Part. - Const. Civil, Mat. Const. e Decoração",ATIVO,LPS BRASIL CONSULTORIA DE IMOVEIS S/A,acao
LUPA3,LUPATECH,020060,Equipamentos e Serviços,89.463.822/0001-12,LUPATECH S.A.,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,LUPATECH S.A.,acao
LUPA12,LUPATECH,020060,Equipamentos e Serviços,89.463.822/0001-12,LUPATECH S.A.,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,LUPATECH S.A.,acao
LWSA3,LWSA,024910,Programas e Serviços,02.351.877/0001-52,LWSA S/A,Comunicação e Informática,ATIVO,LWSA S/A,acao
MDIA3,M.DIASBRANCO,020338,Alimentos Diversos,07.206.816/0001-15,M. DIAS BRANCO SA IND E COM DE ALIMENTOS,Alimentos,ATIVO,M. DIAS BRANCO SA IND E COM DE ALIMENTOS,acao
MGLU3,MAGAZ LUIZA,022470,Eletrodomésticos,47.960.950/0001-21,MAGAZINE LUIZA SA,Comércio (Atacado e Varejo),ATIVO,MAGAZINE LUIZA SA,acao
LEVE3,METAL LEVE,008575,Automóveis e Motocicletas,60.476.884/0001-87,MAHLE METAL LEVE S.A.,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,MAHLE METAL LEVE S.A.,acao
MGEL3,MANGELS INDL,008397,Artefatos de Ferro e Aço,61.065.298/0001-02,MANGELS INDUSTRIAL S.A.,Adm. Part. - Metalurgia e Siderurgia,ATIVO,MANGELS INDUSTRIAL S.A.,acao
MGEL4,MANGELS INDL,008397,Artefatos de Ferro e Aço,61.065.298/0001-02,MANGELS INDUSTRIAL S.A.,Adm. Part. - Metalurgia e Siderurgia,ATIVO,MANGELS INDUSTRIAL S.A.,acao
ESTR3,ESTRELA,008427,Brinquedos e Jogos,61.082.004/0001-50,MANUFATURA DE  BRINQUEDOS ESTRELA SA,Brinquedos e Lazer,ATIVO,MANUFATURA DE  BRINQUEDOS ESTRELA SA,acao
ESTR4,ESTRELA,008427,Brinquedos e Jogos,61.082.004/0001-50,MANUFATURA DE  BRINQUEDOS ESTRELA SA,Brinquedos e Lazer,ATIVO,MANUFATURA DE  BRINQUEDOS ESTRELA SA,acao
POMO3,MARCOPOLO,008451,Material Rodoviário,88.611.835/0001-29,MARCOPOLO SA,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,MARCOPOLO SA,acao
POMO4,MARCOPOLO,008451,Material Rodoviário,88.611.835/0001-29,MARCOPOLO SA,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,MARCOPOLO SA,acao
MBRF3,MARFRIG,020788,Carnes e Derivados,03.853.896/0001-40,MARFRIG GLOBAL FOODS SA,Alimentos,ATIVO,MARFRIG GLOBAL FOODS SA,acao
AMAR3,LOJAS MARISA,022055,Tecidos. Vestuário e Calçados,61.189.288/0001-89,MARISA LOJAS SA,Comércio (Atacado e Varejo),ATIVO,MARISA LOJAS SA,acao
CASH3,MELIUZ,025232,Programas e Serviços,14.110.585/0001-07,MELIUZ S.A.,Comunicação e Informática,ATIVO,MELIUZ S.A.,acao
MELK3,MELNICK,025119,Incorporações,12.181.987/0001-77,MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,"Adm. Part. - Const. Civil, Mat. Const. e Decoração",ATIVO,MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,acao
FRIO3,METALFRIO,020613,Máq. e Equip. Industriais,04.821.041/0001-08,METALFRIO SOLUTIONS S/A,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,METALFRIO SOLUTIONS S/A,acao
GOAU3,GERDAU MET,008656,Siderurgia,92.690.783/0001-09,METALURGICA GERDAU SA,Adm. Part. - Metalurgia e Siderurgia,ATIVO,METALURGICA GERDAU SA,acao
GOAU4,GERDAU MET,008656,Siderurgia,92.690.783/0001-09,METALURGICA GERDAU SA,Adm. Part. - Metalurgia e Siderurgia,ATIVO,METALURGICA GERDAU SA,acao
RSUL3,RIOSULENSE,013439,Material Rodoviário,85.778.074/0001-06,METALURGICA RIOSULENSE SA,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,METALURGICA RIOSULENSE SA,acao
RSUL4,RIOSULENSE,013439,Material Rodoviário,85.778.074/0001-06,METALURGICA RIOSULENSE SA,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,METALURGICA RIOSULENSE SA,acao
MTSA3,METISA,008753,Máq. e Equip. Construção e Agrícolas,86.375.425/0001-09,METISA METALÚRGICA  TIMBOENSE SA,Metalurgia e Siderurgia,ATIVO,METISA METALÚRGICA  TIMBOENSE SA,acao
MTSA4,METISA,008753,Máq. e Equip. Construção e Agrícolas,86.375.425/0001-09,METISA METALÚRGICA  TIMBOENSE SA,Metalurgia e Siderurgia,ATIVO,METISA METALÚRGICA  TIMBOENSE SA,acao
MILS3,MILLS,022012,Serviços Diversos,27.093.558/0001-15,"MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.",Serviços Transporte e Logística,ATIVO,"MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.",acao
MMAQ3,MINASMAQUINA,008818,Material de Transporte,17.161.241/0001-15,MINASMAQUINAS SA,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,MINASMAQUINAS SA,acao
MMAQ4,MINASMAQUINA,008818,Material de Transporte,17.161.241/0001-15,MINASMAQUINAS SA,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,MINASMAQUINAS SA,acao
BEEF3,MINERVA,020931,Carnes e Derivados,67.620.377/0001-14,MINERVA S/A,Alimentos,ATIVO,MINERVA S/A,acao
BEEF11,MINERVA,020931,Carnes e Derivados,67.620.377/0001-14,MINERVA S/A,Alimentos,ATIVO,MINERVA S/A,fii
MNPR3,MINUPAR,013765,Carnes e Derivados,90.076.886/0001-40,MINUPAR PARTICIPACOES SA,Adm. Part. - Alimentos,ATIVO,MINUPAR PARTICIPACOES SA,acao
MTRE3,MITRE REALTY,024902,Incorporações,07.882.930/0001-65,MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,Constr. e Decoração,ATIVO,MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,acao
MOTV3,MOTIVA SA,018821,Exploração de Rodovias,02.846.056/0001-97,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.,Adm. Part. - Serviços Transporte e Logística,ATIVO,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.,acao
MDNE3,MOURA DUBEUX,021067,Incorporações,12.049.631/0001-84,MOURA DUBEUX ENGENHARIA S/A,Constr. e Decoração,ATIVO,MOURA DUBEUX ENGENHARIA S/A,acao
MOVI3,MOVIDA,023825,Aluguel de carros,21.314.559/0001-66,MOVIDA PARTICIPAÇÕES S.A.,Serviços Transporte e Logística,ATIVO,MOVIDA PARTICIPAÇÕES S.A.,acao
MOVI1,MOVIDA,023825,Aluguel de carros,21.314.559/0001-66,MOVIDA PARTICIPAÇÕES S.A.,Serviços Transporte e Logística,ATIVO,MOVIDA PARTICIPAÇÕES S.A.,acao
ESPA3,ESPACOLASER,025445,Produtos de Uso Pessoal,26.659.061/0001-59,MPM CORPÓREOS S.A.,Serviços Médicos,ATIVO,MPM CORPÓREOS S.A.,acao
MRVE3,MRV,020915,Incorporações,08.343.492/0001-20,MRV ENGENHARIA E PARTICIPAÇÕES S/A,Constr. e Decoração,ATIVO,MRV ENGENHARIA E PARTICIPAÇÕES S/A,acao
MULT3,MULTIPLAN,020982,Exploração de Imóveis,07.816.890/0001-53,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,"Adm. Part. - Const. Civil, Mat. Const. e Decoração",ATIVO,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,acao
MNDL3,MUNDIAL,005312,Acessórios,88.610.191/0001-54,MUNDIAL S.A - PRODUTOS DE CONSUMO,Têxtil e Vestuário,ATIVO,MUNDIAL S.A - PRODUTOS DE CONSUMO,acao
NATU3,NATURA,019550,Produtos de Uso Pessoal,71.673.990/0001-77,NATURA COSMETICOS SA,Farmacêutico e Higiene,ATIVO,NATURA COSMETICOS SA,acao
NEXP3,NEXPE,021180,Intermediação Imobiliária,08.613.550/0001-98,NEXPE PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,"Adm. Part. - Const. Civil, Mat. Const. e Decoração",ATIVO,NEXPE PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,acao
NORD3,NORDON MET,009083,Exploração de Imóveis,60.884.319/0001-59,NORDON INDUSTRIAS METALURGICAS S.A.,Metalurgia e Siderurgia,ATIVO,NORDON INDUSTRIAS METALURGICAS S.A.,acao
NUTR3,NUTRIPLANT,021334,Fertilizantes e Defensivos,51.128.999/0001-90,NUTRIPLANT INDUSTRIA E COMÉRCIO S/A,"Agricultura (Açúcar, Álcool e Cana)",ATIVO,NUTRIPLANT INDUSTRIA E COMÉRCIO S/A,acao
OPCT3,OCEANPACT,025534,Equipamentos e Serviços,09.114.805/0001-30,OCEANPACT SERVIÇOS MARÍTIMOS S.A.,Petróleo e Gás,ATIVO,OCEANPACT SERVIÇOS MARÍTIMOS S.A.,acao
OIBR3,OI,011312,Telecomunicações,76.535.764/0001-43,OI S.A. - EM RECUPERAÇÃO JUDICIAL,Telecomunicações,ATIVO,OI S.A. - EM RECUPERAÇÃO JUDICIAL,acao
OIBR4,OI,011312,Telecomunicações,76.535.764/0001-43,OI S.A. - EM RECUPERAÇÃO JUDICIAL,Telecomunicações,ATIVO,OI S.A. - EM RECUPERAÇÃO JUDICIAL,acao
ONCO3,ONCOCLINICAS,026123,Serv.Méd.Hospit..Análises e Diagnósticos,12.104.241/0004-02,ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.,Serviços Médicos,ATIVO,ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.,acao
ONCO11,ONCOCLINICAS,026123,Serv.Méd.Hospit..Análises e Diagnósticos,12.104.241/0004-02,ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.,Serviços Médicos,ATIVO,ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.,fii
OBTC3,ORANJEBTC,027910,Serviços Educacionais,59.693.110/0001-29,ORANJEBTC S.A. - EDUCAÇÃO E INVESTIMENTO,Educação,ATIVO,ORANJEBTC S.A. - EDUCAÇÃO E INVESTIMENTO,acao
ORVR3,ORIZON,025550,Água e Saneamento,11.421.994/0001-36,ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.,Água e Gás,ATIVO,ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.,acao
ORVR11,ORIZON,025550,Água e Saneamento,11.421.994/0001-36,ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.,Água e Gás,ATIVO,ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.,fii
OSXB3,OSX BRASIL,021342,Equipamentos e Serviços,09.112.685/0001-32,OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL,Adm. Part. - Sem Setor Principal,ATIVO,OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL,acao
OFSA3,OUROFINO S/A,023507,Medicamentos e Outros Produtos,20.258.278/0001-70,OUROFINO S.A.,Comércio (Atacado e Varejo),ATIVO,OUROFINO S.A.,acao
PDTC3,PADTEC,018414,Programas e Serviços,02.365.069/0001-44,PADTEC HOLDING S.A.,Adm. Part. - Telecomunicações,ATIVO,PADTEC HOLDING S.A.,acao
PATI3,PANATLANTICA,000094,Artefatos de Ferro e Aço,92.693.019/0001-89,PANATLANTICA SA,Metalurgia e Siderurgia,ATIVO,PANATLANTICA SA,acao
PATI4,PANATLANTICA,000094,Artefatos de Ferro e Aço,92.693.019/0001-89,PANATLANTICA SA,Metalurgia e Siderurgia,ATIVO,PANATLANTICA SA,acao
PMAM3,PARANAPANEMA,009393,Artefatos de Cobre,60.398.369/0004-79,PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL,Metalurgia e Siderurgia,ATIVO,PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL,acao
PMAM1,PARANAPANEMA,009393,Artefatos de Cobre,60.398.369/0004-79,PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL,Metalurgia e Siderurgia,ATIVO,PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL,acao
PTBL3,PORTOBELLO,013773,Produtos para Construção,83.475.913/0001-91,PBG S/A,Constr. e Decoração,ATIVO,PBG S/A,acao
PDGR3,PDG REALT,020478,Incorporações,02.950.811/0001-89,PDG REALTY S.A. EMPREEND E PARTICIPACOES,"Adm. Part. - Const. Civil, Mat. Const. e Decoração",ATIVO,PDG REALTY S.A. EMPREEND E PARTICIPACOES,acao
PETR3,PETROBRAS,009512,Exploração. Refino e Distribuição,33.000.167/0001-01,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,Petróleo e Gás,ATIVO,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,acao
PETR4,PETROBRAS,009512,Exploração. Refino e Distribuição,33.000.167/0001-01,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,Petróleo e Gás,ATIVO,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,acao
RECV3,PETRORECSA,025780,Exploração. Refino e Distribuição,03.342.704/0001-30,PETRORECÔNCAVO S.A.,Adm. Part. - Petróleo e Gás,ATIVO,PETRORECÔNCAVO S.A.,acao
BHYS39,PCOM 0T5 HY,050347,Não Classificados,,,,,PCOM 0T5 HY,acao
BLTP39,PMCO 15 YRTP,050345,Não Classificados,,,,,PMCO 15 YRTP,acao
BSTP39,PMCO 1T5 YRT,050343,Não Classificados,,,,,PMCO 1T5 YRT,acao
BZRO39,PCOM 25 YRZC,050348,Não Classificados,,,,,PCOM 25 YRZC,acao
BIPZ39,PMCO BROAD,050344,Não Classificados,,,,,PMCO BROAD,acao
BCRP39,PMCO IGR CPI,050346,Não Classificados,,,,,PMCO IGR CPI,acao
BMFE39,PIMCO MF EME,050810,Não Classificados,,,,,PIMCO MF EME,acao
PLPL3,PLANOEPLANO,025070,Incorporações,24.230.275/0001-80,PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,Constr. e Decoração,ATIVO,PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,acao
PLAS3,PLASCAR PART,013471,Automóveis e Motocicletas,51.928.174/0001-50,PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A,"Adm. Part. - Máqs., Equip., Veíc. e Peças",ATIVO,PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A,acao
PPAR3,POLPAR,013447,Outros,59.789.545/0001-71,POLPAR S.A.,Adm. Part. - Sem Setor Principal,ATIVO,POLPAR S.A.,acao
PSSA3,PORTO SEGURO,016659,Seguradoras,02.149.205/0001-69,PORTO SEGURO SA,Seguradoras e Corretoras,ATIVO,PORTO SEGURO SA,acao
PSVM11,PORTO VM,023523,Serviços de Apoio e Armazenagem,18.494.485/0001-82,PORTO SUDESTE V.M. S.A.,Adm. Part. - Serviços Transporte e Logística,ATIVO,PORTO SUDESTE V.M. S.A.,fii
POSI3,POSITIVO TEC,020362,Computadores e Equipamentos,81.243.735/0001-48,POSITIVO TECNOLOGIA S.A.,Comunicação e Informática,ATIVO,POSITIVO TECNOLOGIA S.A.,acao
PPLA11,PPLA,080152,Gestão de Recursos e Investimentos,,,,,PPLA,fii
PTCA3,PRATICA,024546,Máq. e Equip. Industriais,08.574.411/0001-00,PRÁTICA PRODUTOS S.A.,"Adm. Part. - Máqs., Equip., Veíc. e Peças",ATIVO,PRÁTICA PRODUTOS S.A.,acao
PRNR3,PRINER,024236,Serviços Diversos,18.593.815/0001-97,PRINER SERVIÇOS INDUSTRIAIS S.A.,Constr. e Decoração,ATIVO,PRINER SERVIÇOS INDUSTRIAIS S.A.,acao
PRIO3,PRIO,022187,Exploração. Refino e Distribuição,10.629.105/0001-68,PRIO S.A.,Petróleo e Gás,ATIVO,PRIO S.A.,acao
PFRM3,PROFARMA,020346,Medicamentos e Outros Produtos,45.453.214/0001-51,PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,Comércio (Atacado e Varejo),ATIVO,PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,acao
PRPT3,PROMPT PART,018333,Outros,02.992.449/0001-09,PROMPT PARTICIPAÇÕES S.A.,Adm. Part. - Sem Setor Principal,ATIVO,PROMPT PARTICIPAÇÕES S.A.,acao
PRXB31,PROSUS N.V.,059441,Não Classificados,,,,,PROSUS N.V.,acao
QUAL3,QUALICORP,022497,Serv.Méd.Hospit..Análises e Diagnósticos,11.992.680/0001-93,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,Seguradoras e Corretoras,ATIVO,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,acao
QUSW3,QUALITY SOFT,023302,Programas e Serviços,35.791.391/0001-94,QUALITY SOFTWARE S.A.,Adm. Part. - Comunicação e Informática,ATIVO,QUALITY SOFTWARE S.A.,acao
RADL3,RAIADROGASIL,005258,Medicamentos e Outros Produtos,61.585.865/0001-51,RAIA DROGASIL S.A.,Comércio (Atacado e Varejo),ATIVO,RAIA DROGASIL S.A.,acao
RAIZ4,RAIZEN,025917,Exploração. Refino e Distribuição,33.453.598/0001-23,RAÍZEN S.A.,Comércio (Atacado e Varejo),ATIVO,RAÍZEN S.A.,acao
RAPT3,RANDON PART,014109,Material Rodoviário,89.086.144/0001-16,RANDONCORP S.A.,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,RANDONCORP S.A.,acao
RAPT4,RANDON PART,014109,Material Rodoviário,89.086.144/0001-16,RANDONCORP S.A.,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,RANDONCORP S.A.,acao
RCSL3,RECRUSUL,012572,Material Rodoviário,91.333.666/0001-17,RECRUSUL SA,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,RECRUSUL SA,acao
RCSL4,RECRUSUL,012572,Material Rodoviário,91.333.666/0001-17,RECRUSUL SA,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,RECRUSUL SA,acao
RDOR3,REDE D OR,024821,Serv.Méd.Hospit..Análises e Diagnósticos,06.047.087/0001-39,REDE D'OR SÃO LUIZ S.A.,Serviços Médicos,ATIVO,REDE D'OR SÃO LUIZ S.A.,acao
REDE3,REDE ENERGIA,003190,Energia Elétrica,61.584.140/0001-49,REDE ENERGIA PARTICIPAÇÕES S.A.,Energia Elétrica,ATIVO,REDE ENERGIA PARTICIPAÇÕES S.A.,acao
RPMG3,PET MANGUINH,009989,Exploração. Refino e Distribuição,33.412.081/0001-96,REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A. - EM RECUPERAÇÃO JUDICIAL,Petróleo e Gás,ATIVO,REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A. - EM RECUPERAÇÃO JUDICIAL,acao
RNEW3,RENOVA,021636,Energia Elétrica,08.534.605/0001-74,RENOVA ENERGIA S.A.,Energia Elétrica,ATIVO,RENOVA ENERGIA S.A.,acao
RNEW4,RENOVA,021636,Energia Elétrica,08.534.605/0001-74,RENOVA ENERGIA S.A.,Energia Elétrica,ATIVO,RENOVA ENERGIA S.A.,acao
RVEE3,REVEE,027650,Produção de Eventos e Shows,52.841.191/0001-18,REVEE S.A.,Adm. Part. - Brinquedos e Lazer,ATIVO,REVEE S.A.,acao
GEPA3,GER PARANAP,018368,Energia Elétrica,02.998.301/0001-81,RIO PARANAPANEMA ENERGIA SA,Energia Elétrica,ATIVO,RIO PARANAPANEMA ENERGIA SA,acao
GEPA4,GER PARANAP,018368,Energia Elétrica,02.998.301/0001-81,RIO PARANAPANEMA ENERGIA SA,Energia Elétrica,ATIVO,RIO PARANAPANEMA ENERGIA SA,acao
RBNS11,RODOBENS,025801,Material de Transporte,59.981.829/0001-65,RODOBENS S.A.,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,RODOBENS S.A.,fii
